"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"My-core-goal","Goal.lifecycleStatus","Goal.lifecycleStatus","","","",1,1,"","Y","Y","code {[]} {[]}
","proposed | planned | accepted | active | on-hold | completed | cancelled | entered-in-error | rejected","The state of the goal throughout its lifecycle.","This element is labeled as a modifier because the lifecycleStatus contains codes that mark the resource as not currently valid.","Allows knowing whether goal needs to be further tracked.","","","","","","","",,"required","Codes that reflect the current state of a goal and whether the goal is still being targeted.","http://hl7.org/fhir/ValueSet/goal-status|4.0.1","",,,,"Goal.lifecycleStatus",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.achievementStatus","Goal.achievementStatus","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","in-progress | improving | worsening | no-change | achieved | sustaining | not-achieved | no-progress | not-attainable","Describes the progression, or lack thereof, towards the goal against the target.","","","","","","","","","",,"preferred","Indicates the progression, or lack thereof, towards the goal against the target.","http://hl7.org/fhir/ValueSet/goal-achievement","",,,,"Goal.achievementStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.category","Goal.category","","","",0,*,"","","Y","CodeableConcept {[]} {[]}
","E.g. Treatment, dietary, behavioral, etc.","Indicates a category the goal falls within.","","Allows goals to be filtered and sorted.","","","","","","","",,"example","Codes for grouping and sorting goals.","http://hl7.org/fhir/ValueSet/goal-category","",,,,"Goal.category",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.priority","Goal.priority","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","high-priority | medium-priority | low-priority","Identifies the mutually agreed level of importance associated with reaching/sustaining the goal.","Extensions are available to track priorities as established by each participant (i.e. Priority from the patient's perspective, different practitioners' perspectives, family member's perspectives)The ordinal extension on Coding can be used to convey a numerically comparable ranking to priority.  (Keep in mind that different coding systems may use a ""low value=important"".","Used for sorting and presenting goals.","","","","","","","",,"preferred","The level of importance associated with a goal.","http://hl7.org/fhir/ValueSet/goal-priority","",,,,"Goal.priority",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.description","Goal.description","","","",1,1,"Y","","Y","CodeableConcept {[]} {[]}
","Code or text describing goal","Human-readable and/or coded description of a specific desired objective of care, such as ""control blood pressure"" or ""negotiate an obstacle course"" or ""dance with child at wedding"".","If no code is available, use CodeableConcept.text.","Without a description of what's trying to be achieved, element has no purpose.","","","","","","","",,"preferred","Value set to describe the Goal","http://hl7.org/fhir/us/core/ValueSet/My-core-goal-description","",,,,"Goal.description",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.subject","Goal.subject","","","",1,1,"Y","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Group], CanonicalType[http://hl7.org/fhir/StructureDefinition/Organization]]}
","Who this goal is intended for","Identifies the patient, group or organization for whom the goal is being established.","","Subject is optional to support annonymized reporting.","","","","","","","",,,,,"",,,,"Goal.subject",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.start[x]","Goal.start[x]","","","",0,1,"Y","","Y","date {[]} {[]}
CodeableConcept {[]} {[]}","When goal pursuit begins","The date or event after which the goal should begin being pursued.","","Goals can be established prior to there being an intention to start pursuing them; e.g. Goals for post-surgical recovery established prior to surgery.","","","","","","","",,"example","Codes describing events that can trigger the initiation of a goal.","http://hl7.org/fhir/ValueSet/goal-start-event","",,,,"Goal.start[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.target","Goal.target","","","",0,*,"Y","","","BackboneElement {[]} {[]}
","Target outcome for the goal","Indicates what should be done by when.","When multiple targets are present for a single goal instance, all targets must be met for the overall goal to be met.","Allows the progress of the goal to be monitored against an observation or due date.  Target is 0..* to support Observations with multiple components, such as blood pressure goals with both a systolic and diastolic target.","","","","","","","",,,,,"",,,,"Goal.target",0,*,"gol-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
gol-1:Goal.target.measure is required if Goal.target.detail is populated {(detail.exists() and measure.exists()) or detail.exists().not()}"
"My-core-goal","Goal.target.id","Goal.target.id","","","",0,1,"","","","string {[]} {[]}
","Unique id for inter-element referencing","Unique id for the element within a resource (for internal references). This may be any string value that does not contain spaces.","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"My-core-goal","Goal.target.extension","Goal.target.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the element. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"My-core-goal","Goal.target.modifierExtension","Goal.target.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"My-core-goal","Goal.target.measure","Goal.target.measure","","","",0,1,"","","Y","CodeableConcept {[]} {[]}
","The parameter whose value is being tracked","The parameter whose value is being tracked, e.g. body weight, blood pressure, or hemoglobin A1c level.","","","","","","","","","",,"example","Codes to identify the value being tracked, e.g. body weight, blood pressure, or hemoglobin A1c level.","http://hl7.org/fhir/ValueSet/observation-codes","",,,,"Goal.target.measure",0,1,"gol-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.target.detail[x]","Goal.target.detail[x]","","","",0,1,"","","Y","Quantity {[]} {[]}
Range {[]} {[]}CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}integer {[]} {[]}Ratio {[]} {[]}","The target value to be achieved","The target value of the focus to be achieved to signify the fulfillment of the goal, e.g. 150 pounds, 7.0%. Either the high or low or both values of the range can be specified. When a low value is missing, it indicates that the goal is achieved at any focus value at or below the high value. Similarly, if the high value is missing, it indicates that the goal is achieved at any focus value at or above the low value.","A CodeableConcept with just a text would be used instead of a string if the field was usually coded, or if the type associated with the Goal.target.measure defines a coded value.","","","","","","","","",,"example","Codes to identify the target value of the focus to be achieved to signify the fulfillment of the goal.","","",,,,"Goal.target.detail[x]",0,1,"gol-1
","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.target.due[x]","Goal.target.due[x]","","","",0,1,"Y","","Y","date {[]} {[]}
Duration {[]} {[]}","Reach goal on or before","Indicates either the date or the duration after start by which the goal should be met.","","Identifies when the goal should be evaluated.","","","","","","","",,,,,"",,,,"Goal.target.due[x]",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.statusDate","Goal.statusDate","","","",0,1,"","","Y","date {[]} {[]}
","When goal status took effect","Identifies when the current status.  I.e. When initially created, when achieved, when cancelled, etc.","To see the date for past statuses, query history.","","","","","","","","",,,,,"",,,,"Goal.statusDate",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.statusReason","Goal.statusReason","","","",0,1,"","","","string {[]} {[]}
","Reason for current status","Captures the reason for the current status.","This will typically be captured for statuses such as rejected, on-hold or cancelled, but could be present for others.","","","","","","","","",,,,,"",,,,"Goal.statusReason",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.expressedBy","Goal.expressedBy","","","",0,1,"","","Y","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Patient], CanonicalType[http://hl7.org/fhir/StructureDefinition/Practitioner], CanonicalType[http://hl7.org/fhir/StructureDefinition/PractitionerRole], CanonicalType[http://hl7.org/fhir/StructureDefinition/RelatedPerson]]}
","Who's responsible for creating Goal?","Indicates whose goal this is - patient goal, practitioner goal, etc.","This is the individual responsible for establishing the goal, not necessarily who recorded it.  (For that, use the Provenance resource.).","","","","","","","","",,,,,"",,,,"Goal.expressedBy",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.addresses","Goal.addresses","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Condition], CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation], CanonicalType[http://hl7.org/fhir/StructureDefinition/MedicationStatement], CanonicalType[http://hl7.org/fhir/StructureDefinition/NutritionOrder], CanonicalType[http://hl7.org/fhir/StructureDefinition/ServiceRequest], CanonicalType[http://hl7.org/fhir/StructureDefinition/RiskAssessment]]}
","Issues addressed by this goal","The identified conditions and other health record elements that are intended to be addressed by the goal.","","Allows specific goals to explicitly linked to the concerns they're dealing with - makes the goal more understandable.","","","","","","","",,,,,"",,,,"Goal.addresses",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.note","Goal.note","","","",0,*,"","","","Annotation {[]} {[]}
","Comments about the goal","Any comments related to the goal.","May be used for progress notes, concerns or other related information that doesn't actually describe the goal itself.","There's a need to capture information about the goal that doesn't actually describe the goal.","","","","","","","",,,,,"",,,,"Goal.note",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.outcomeCode","Goal.outcomeCode","","","",0,*,"","","","CodeableConcept {[]} {[]}
","What result was achieved regarding the goal?","Identifies the change (or lack of change) at the point when the status of the goal is assessed.","Note that this should not duplicate the goal status.","Outcome tracking is a key aspect of care planning.","","","","","","","",,"example","The result of the goal; e.g. ""25% increase in shoulder mobility"", ""Anxiety reduced to moderate levels"".  ""15 kg weight loss sustained over 6 months"".","http://hl7.org/fhir/ValueSet/clinical-findings","",,,,"Goal.outcomeCode",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"My-core-goal","Goal.outcomeReference","Goal.outcomeReference","","","",0,*,"","","","Reference {[]} {[CanonicalType[http://hl7.org/fhir/StructureDefinition/Observation]]}
","Observation that resulted from goal","Details of what's changed (or not changed).","The goal outcome is independent of the outcome of the related activities.  For example, if the Goal is to achieve a target body weight of 150 lb and a care plan activity is defined to diet, then the care plan’s activity outcome could be calories consumed whereas goal outcome is an observation for the actual body weight measured.","Outcome tracking is a key aspect of care planning.","","","","","","","",,,,,"",,,,"Goal.outcomeReference",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location","Location","","","",0,*,"","","","null {[]} {[]}
","Details and position information for a physical place","Details and position information for a physical place where services are provided and resources and participants may be stored, found, contained, or accommodated.","","","","","","","","","",,,,,"",,,,"Location",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where((('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(canonical) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"us-core-location-bindings","Location.id","Location.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"us-core-location-bindings","Location.meta","Location.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.implicitRules","Location.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.language","Location.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","A human language.","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.text","Location.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.contained","Location.contained","","inline resources
anonymous resourcescontained resources","",0,*,"","","","Resource {[]} {[]}
","Contained, inline Resources","These resources do not have an independent existence apart from the resource that contains them - they cannot be identified independently, and nor can they have their own independent transaction scope.","This should never be done when the content can be identified properly, as once identification is lost, it is extremely difficult (and context dependent) to restore it again. Contained resources may have profiles and tags In their meta elements, but SHALL NOT have security labels.","","","","","","","","",,,,,"",,,,"DomainResource.contained",0,*,"",""
"us-core-location-bindings","Location.extension","Location.extension","","extensions
user content","",0,*,"","","","Extension {[]} {[]}
","Additional content defined by implementations","May be used to represent additional information that is not part of the basic definition of the resource. To make the use of extensions safe and manageable, there is a strict set of governance  applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension.","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","","","","","","","","",,,,,"",,,,"DomainResource.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"us-core-location-bindings","Location.modifierExtension","Location.modifierExtension","","extensions
user content","",0,*,"","Y","","Extension {[]} {[]}
","Extensions that cannot be ignored","May be used to represent additional information that is not part of the basic definition of the resource and that modifies the understanding of the element that contains it and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer is allowed to define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"DomainResource.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"us-core-location-bindings","Location.identifier","Location.identifier","","","",0,*,"Y","","Y","Identifier {[]} {[]}
","Unique business identifier for facility or location.","Unique code or number identifying the location to its users.","","Organization label locations in registries, need to keep track of those.","","","","","","","",,,,,"",,,,"Location.identifier",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.status","Location.status","","","",0,1,"Y","Y","Y","code {[]} {[]}
","active | suspended | inactive","The status property covers the general availability of the resource, not the current value which may be covered by the operationStatus, or by a schedule/slots if they are configured for the location.","","","","","","","","","",,"required","Indicates whether the location is still in use.","http://hl7.org/fhir/ValueSet/location-status|4.0.1","",,,,"Location.status",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"us-core-location-bindings","Location.operationalStatus","Location.operationalStatus","","","",0,1,"","","Y","Coding {[]} {[]}
","The operational status of the location (typically only for a bed/room)","The operational status covers operation values most relevant to beds (but can also apply to rooms/units/chairs/etc. such as an isolation unit/dialysis chair). This typically covers concepts such as contamination, housekeeping, and other activities like maintenance.","","","","","","","","","",,"preferred","The operational status if the location (where typically a bed/room).","http://terminology.hl7.org/ValueSet/v2-0116","",,,,"Location.operationalStatus",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
